POST DATE,VENDOR,DESCRIPTION,QTY,INVOICE AMT,,,,,
09/09/14,Merrill Corporation,Postage,1," $	1,446.88 ",,,,,
09/12/14,Merrill Corporation,English Mailing - Processing / Programming Data Files,10," $	1,250.00 ",,,,,
09/12/14,Merrill Corporation,Processing / Programming (Hours TBD),9," $	1,125.00 ",,,,,
09/12/14,Merrill Corporation,English Printing - Set Up Cover Imprint Per Version Change / Ballot Type,30, $	960.00 ,,,,,
09/12/14,Merrill Corporation,Inkjet Set Up Per Ballot Type,32, $	608.00 ,,,,,
09/12/14,Merrill Corporation,English Mailing - Inkjet Set Up Per Ballot Type,30, $	570.00 ,,,,,
09/12/14,Merrill Corporation,English Printing - Layout Cover,1, $	500.00 ,,,,,
09/12/14,Merrill Corporation,Chinese Printing - Layout Cover,1, $	500.00 ,,,,,
09/12/14,Merrill Corporation,Spanish Printing - Layout Cover,1, $	500.00 ,,,,,
09/12/14,Merrill Corporation,Chinese Printing - Set Up Each Ballot Type (Text) Up To 192 Pages,1, $	462.00 ,,,,,
09/12/14,Merrill Corporation,Spanish Printing - Set Up Each Ballot Type (Text) Up To 192 Pages,1, $	462.00 ,,,,,
09/12/14,Merrill Corporation,Chinese Printing - Assemble Inside Pages (Text): 112 x 1 BT's,104, $	390.00 ,,,,,
09/12/14,Merrill Corporation,Spanish Printing - Assemble Inside Pages (Text): 112 x 1 BT's,104, $	390.00 ,,,,,
09/09/14,Merrill Corporation,Processing / Programming Data Files,2, $	250.00 ,,,,,
09/12/14,Merrill Corporation,Chinese Mailing - Processing / Programming Data Files,2, $	250.00 ,,,,,
09/12/14,Merrill Corporation,Spanish Mailing - Processing / Programming Data Files,2, $	250.00 ,,,,,
09/12/14,Merrill Corporation,Processing / Programming Data Files,2, $	250.00 ,,,,,
09/09/14,Merrill Corporation,Tax,1, $	86.97 ,,,,,
09/12/14,Merrill Corporation,Chinese Printing - Set Up Cover Imprint Per Version Change / Ballot Type,1, $	32.00 ,,,,,
09/12/14,Merrill Corporation,Spanish Printing - Set Up Cover Imprint Per Version Change / Ballot Type,1, $	32.00 ,,,,,
09/09/14,Merrill Corporation,Inkjet Set Up Per Ballot Type,1, $	19.00 ,,,,,
09/12/14,Merrill Corporation,Chinese Mailing - Inkjet Set Up Per Ballot Type,1, $	19.00 ,,,,,
09/12/14,Merrill Corporation,Spanish Mailing - Inkjet Set Up Per Ballot Type,1, $	19.00 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,1, $	140.00 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,1, $	108.00 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,5, $	96.25 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,1, $	54.95 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,1, $	34.96 ,,,,,
07/28/14,Mint Café,Food - Tax,1, $	33.65 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,1, $	32.66 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,1, $	29.35 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,1, $	27.55 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,1, $	23.75 ,,,,,
07/28/14,Mint Café,November 2014 BSC Meeting,1, $	20.00 ,,,,,
03/18/15,"Mission Neighborhood Center, Inc",Street Fair - 2015 Cinco de Mayo Celebration,1, $	400.00 ,,,,,
07/01/14,Nihonmachi,Nihonmachi Street Fair,1, $	140.00 ,,,,,
09/17/14,Patrick & Co,Stamp - INVALID,1, $	133.25 ,,,,,
09/17/14,Patrick & Co,Stamp - QUALIFIED,1, $	133.25 ,,,,,
09/17/14,Patrick & Co,Stamp - New Band,1, $	40.00 ,,,,,
09/17/14,Patrick & Co,"Paper - Laser, Letter, 24# , Parchment",1, $	28.01 ,,,,,
09/17/14,Patrick & Co,Tax,1, $	23.32 ,,,,,
09/17/14,Patrick & Co,Tax,1, $	3.50 ,,,,,
09/17/14,Patrick & Co,Tax,1, $	2.45 ,,,,,
11/07/14,Penske,Purchase Order Increase,1," $	2,000.00 ",,,,,
09/30/14,Penske,Box Truck - Rental Charge,3," $	1,470.00 ",,,,,
09/30/14,Penske,Box Truck - Rental Charge,1, $	490.00 ,,,,,
09/30/14,Penske,Box Truck - Rental Charge,4, $	392.00 ,,,,,
09/30/14,Penske,Box Truck - Rental Charge,2, $	196.00 ,,,,,
09/30/14,Penske,Box Truck - Rental Charge,1, $	98.00 ,,,,,
09/30/14,Penske,Box Truck - Miles,211, $	63.30 ,,,,,
09/30/14,Penske,Box Truck - Fuel,10.8, $	48.60 ,,,,,
09/30/14,Penske,Box Truck - Environmental Fee,1, $	45.00 ,,,,,
09/30/14,Penske,Box Truck - Fuel,9.9, $	44.55 ,,,,,
09/30/14,Penske,Box Truck - Fuel,8.9, $	40.05 ,,,,,
09/30/14,Penske,Box Truck - Vehicle Licensing Recovery Fee,1, $	30.00 ,,,,,
09/30/14,Penske,Box Truck - Fuel,6.1, $	27.45 ,,,,,
09/30/14,Penske,Box Truck - Miles,83, $	24.90 ,,,,,
09/30/14,Penske,Box Truck - Fuel,4.7, $	21.15 ,,,,,
09/30/14,Penske,Box Truck - Fuel,4.1, $	18.45 ,,,,,
09/30/14,Penske,Box Truck - Environmental Fee,1, $	15.00 ,,,,,
09/30/14,Penske,Box Truck - Miles,47, $	14.10 ,,,,,
09/30/14,Penske,Box Truck - Environmental Fee,1, $	12.00 ,,,,,
09/30/14,Penske,Box Truck - Miles,38, $	11.40 ,,,,,
09/30/14,Penske,Box Truck - Vehicle Licensing Recovery Fee,1, $	10.00 ,,,,,
09/30/14,Penske,Box Truck - Miles,27, $	8.10 ,,,,,
09/30/14,Penske,Box Truck - Vehicle Licensing Recovery Fee,1, $	8.00 ,,,,,
09/30/14,Penske,Box Truck - Miles,25, $	7.50 ,,,,,
09/30/14,Penske,Box Truck - Environmental Fee,1, $	6.00 ,,,,,
09/30/14,Penske,Box Truck - Tax,1, $	4.25 ,,,,,
09/30/14,Penske,Box Truck - Vehicle Licensing Recovery Fee,1, $	4.00 ,,,,,
09/30/14,Penske,Box Truck - Tax,1, $	3.90 ,,,,,
09/30/14,Penske,Box Truck - Tax,1, $	3.50 ,,,,,
09/30/14,Penske,Box Truck - Environmental Fee,1, $	3.00 ,,,,,
09/30/14,Penske,Box Truck - Tax,1, $	2.40 ,,,,,
09/30/14,Penske,Box Truck - Vehicle Licensing Recovery Fee,1, $	2.00 ,,,,,
09/30/14,Penske,Box Truck - Tax,1, $	1.85 ,,,,,
09/30/14,Penske,Box Truck - Tax,1, $	1.61 ,,,,,
03/09/15,Pestec (Agurto Corporation),Purchase Order Increase,1," $	3,000.00 ",,,,,
08/21/14,Pestec (Agurto Corporation),Night Trapping - Man Hour Service,," $	1,960.00 ",,,,,
12/04/14,Pestec (Agurto Corporation),Purchase Order Increase,1," $	1,500.00 ",,,,,
08/21/14,Pestec (Agurto Corporation),Night Trapping - Rat & Mouse Traps,1.0, $	585.45 ,,,,,
08/21/14,Pestec (Agurto Corporation),Night Trapping - Rat & Mouse Traps,1, $	568.66 ,,,,,
08/21/14,Pestec (Agurto Corporation),Night Trapping - Rat & Mouse Traps,, $	568.66 ,,,,,
08/21/14,Pestec (Agurto Corporation),Night Trapping - Man Hour Service,4, $	560.00 ,,,,,
08/21/14,Pestec (Agurto Corporation),Night Trapping - Man Hour Service,1.0, $	560.00 ,,,,,
03/09/15,Pestec (Agurto Corporation),Night Trapping - Man Hour Service,4, $	560.00 ,,,,,
03/09/15,Pestec (Agurto Corporation),Night Trapping - Rat & Mouse Traps,1, $	479.12 ,,,,,
08/21/14,Pestec (Agurto Corporation),Night Trapping - Man Hour Service,2, $	280.00 ,,,,,
03/09/15,Pestec (Agurto Corporation),Night Trapping - Man Hour Service,2, $	280.00 ,,,,,
08/21/14,Pestec (Agurto Corporation),Night Trapping - Man Hour Service,1.5, $	210.00 ,,,,,
10/17/14,Quad Express Printing,Pier 48 Banners (7 Versions),7, $	728.00 ,,,,,
10/17/14,Quad Express Printing,Hardware - Metal Rods,1, $	115.00 ,,,,,
10/17/14,Quad Express Printing,Pier 48 Banners (7 Versions) - Tax,1, $	63.70 ,,,,,
10/17/14,Quad Express Printing,Hardware - Metal Rods - Tax,1, $	10.06 ,,,,,
07/01/14,RA Clark,Pins - November 2014 Pins,"2,500"," $	3,375.00 ",,,,,
07/01/14,RA Clark,Freight,1, $	50.00 ,,,,,
09/30/14,Richmond ReView,Ads - One 1/4 Page Ad in October Richmond Review,1, $	375.00 ,,,,,
09/30/14,Richmond ReView,Ads - One 1/4 Page Ad in October Sunset Beacon,1, $	375.00 ,,,,,
12/04/14,Robert Half International Inc.,Temp Agency,678," $	17,618.25 ",,,,,
10/21/14,Robert Half International Inc.,Temp Agency,1," $	17,160.00 ",,,,,
12/04/14,Robert Half International Inc.,Purchase Order Increase,1," $	3,000.00 ",,,,,
12/04/14,Robert Half International Inc.,Temp Agency,56," $	1,438.58 ",,,,,
12/04/14,Robert Half International Inc.,Temp Agency,12, $	312.00 ,,,,,
12/04/14,Robert Half International Inc.,Temp Agency,8, $	208.00 ,,,,,
03/05/15,Roberto Moreno Sr. W-2 Reprint,W-2 Reprint Charge,1, $	20.00 ,,,,,
03/18/15,Rockbridge Production LLC,BAV Videos - Multilingual BAV 1 -3,8," $	5,300.00 ",,,,,
07/23/14,Runbeck Election Services,Agilis Supplies - Thermal Labels,8," $	1,750.00 ",,,,,
07/23/14,Runbeck Election Services,Agilis Supplies - Tray Tags,8, $	600.00 ,,,,,
10/22/14,Runbeck Election Services,Agilis Supplies - 1002008 - 177 - 750 OUT,2, $	513.42 ,,,,,
10/22/14,Runbeck Election Services,Agilis Supplies - 1002008 - 148 - 000 OUT,2, $	429.30 ,,,,,
10/22/14,Runbeck Election Services,Agilis Supplies - 1006954 - 105 - 000 IN,2, $	325.00 ,,,,,
10/22/14,Runbeck Election Services,Agilis Supplies - 1006954 - 074 - 500 IN,2, $	254.88 ,,,,,
07/23/14,Runbeck Election Services,Agilis Supplies - Tax,1, $	215.28 ,,,,,
10/22/14,Runbeck Election Services,Agilis Supplies - Tax,1, $	133.22 ,,,,,
07/23/14,Runbeck Election Services,"Agilis Supplies - Feed Belt, 3 PK",2, $	110.30 ,,,,,
10/22/14,Runbeck Election Services,Agilis Supplies - Freight,1, $	42.02 ,,,,,
07/23/14,Runbeck Election Services,Agilis Supplies - Freight,1, $	28.50 ,,,,,
10/22/14,San Francisco Media Company,"Ads - November 2, 2014",1," $	1,500.00 ",,,,,
10/22/14,San Francisco Media Company,"Ads - October 29, 2014",1, $	900.00 ,,,,,
10/22/14,San Francisco Media Company,"Ads - November 4, 2014",1, $	900.00 ,,,,,
11/10/14,San Mateo Regional Network,IT - System Administrative Services,24," $	12,312.00 ",,,,,
11/10/14,San Mateo Regional Network,IT - Virtual Server Hosting,24," $	8,208.00 ",,,,,
11/10/14,San Mateo Regional Network,IT - Authoritative DNS Service,24, $	120.00 ,,,,,
07/30/14,San Mateo Regional Network,IT - Reimbursment for 5 YR SSL Certificate,1, $	50.00 ,,,,,
07/30/14,San Mateo Regional Network,IT - Engineering Services to Install & Configure,1, $	50.00 ,,,,,
11/10/14,San Mateo Regional Network,IT - Domain Name Registration,2, $	50.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - San Francisco Bayview,1, $	975.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - New Fillmore,1, $	950.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - HATCH Beat (Haight Ashbury),1, $	900.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - Marina Times,1, $	825.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - Noe Valley Voice,1, $	780.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - Potrero View,1, $	775.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - Richmond ReView,1, $	750.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - Sunset Beacon,1, $	750.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - West Portal Monthly,1, $	750.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - Westside Observer,1, $	725.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - Castro Courier,1, $	675.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - El Tecolote,1, $	628.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - Ingelside Light,1, $	550.00 ,,,,,
08/14/14,SF Neighborhood Newspaper Association,Ads - Central City Extra,1, $	525.00 ,,,,,
03/09/15,Shamrock Moving & Storage Inc,Purchase Order Increase,1," $	3,000.00 ",,,,,
02/10/15,Shamrock Moving & Storage Inc,Movers - Manpower Per Hour,4, $	720.00 ,,,,,
02/10/15,Shamrock Moving & Storage Inc,Movers - Manpower Per Hour,3.5, $	630.00 ,,,,,
02/10/15,Shamrock Moving & Storage Inc,Movers -  Fuel & Equipment,1, $	35.00 ,,,,,
02/10/15,Shamrock Moving & Storage Inc,Movers -  Shrink Wrap & Tape,1, $	35.00 ,,,,,
01/07/15,Shred IT,Purchase Order Increase,1, $	200.00 ,,,,,
07/09/14,Shred It,Shredding -  Service,1, $	104.88 ,,,,,
07/09/14,Shred It,Shredding -  Service,, $	80.00 ,,,,,
07/09/14,Shred It,Shredding -  Service,1, $	78.65 ,,,,,
07/09/14,Shred It,Shredding - Fuel Subcharge,1, $	12.02 ,,,,,
07/09/14,Shred It,Shredding - Fuel Subcharge,, $	10.00 ,,,,,
07/09/14,Shred It,Shredding - Fuel Subcharge,1, $	9.44 ,,,,,
07/09/14,Shred It,Shredding - Fuel Subcharge,1, $	9.04 ,,,,,
07/09/14,Shred It,Shredding - Fuel Subcharge,1, $	8.26 ,,,,,
07/09/14,Shred It,Shredding - Fuel Subcharge,1, $	7.08 ,,,,,
07/09/14,Shred It,Shredding - Fuel Subcharge,1, $	5.51 ,,,,,
07/09/14,Shred It,Shredding - Fuel Subcharge,1, $	5.11 ,,,,,
07/09/14,Shred It,Shredding - Fuel Subcharge,1, $	4.72 ,,,,,
07/09/14,Shred It,Shredding -  Extra Service,1, $	4.37 ,,,,,
09/09/14,Sing Tao,Ads - 2 Pack of 40 times x 30 Seconds,1," $	1,566.00 ",,,,,
07/01/14,Spotlight Promotions,Pencils - #2 Pencils With 1 Color Imprint,"10,000"," $	1,400.00 ",,,,,
07/01/14,Spotlight Promotions,Banners - Outdoor Double sided Retractor Banner Stands,2," $	1,154.40 ",,,,,
07/01/14,Spotlight Promotions,Table - 24 Inch Table Top Economy Retractor Kit,4, $	580.00 ,,,,,
07/01/14,Spotlight Promotions,Banners - Medium Indoor Retractor Banners With Full Color Graphics,2, $	542.70 ,,,,,
07/01/14,Spotlight Promotions,Vests - Red Vests with 1 Color Front & Back Imprint,24, $	528.00 ,,,,,
07/01/14,Spotlight Promotions,Weights - Steel Ballast Weights,6, $	294.00 ,,,,,
07/01/14,Spotlight Promotions,Freight,1, $	203.75 ,,,,,
07/01/14,Spotlight Promotions,Freight,1, $	185.00 ,,,,,
07/01/14,Spotlight Promotions,Tax,1, $	161.62 ,,,,,
07/01/14,Spotlight Promotions,Tax,1, $	126.88 ,,,,,
07/01/14,Spotlight Promotions,Feight,1, $	125.00 ,,,,,
07/01/14,Spotlight Promotions,Set Up Charge,2, $	100.00 ,,,,,
07/01/14,Spotlight Promotions,Set Up Charge,1, $	75.00 ,,,,,
07/01/14,Spotlight Promotions,Freight,1, $	65.00 ,,,,,
07/01/14,Spotlight Promotions,Tax,1, $	59.50 ,,,,,
07/01/14,Spotlight Promotions,Tax,1, $	50.58 ,,,,,
07/01/14,Spotlight Promotions,New Set Up Charge For Back,1, $	50.00 ,,,,,
07/01/14,Spotlight Promotions,Set Up Charge,1, $	50.00 ,,,,,
07/01/14,Spotlight Promotions,Tax,1, $	25.73 ,,,,,
07/01/14,Spotlight Promotions,Freight,1, $	18.00 ,,,,,
09/30/14,SSP DATA Inc,IT - Laptops,46," $	26,352.02 ",,,,,
09/30/14,SSP DATA Inc,IT - Monitors - Voter Services Replacement,32," $	6,067.52 ",,,,,
09/30/14,SSP DATA Inc,IT - Tax,1," $	2,836.71 ",,,,,
09/30/14,SSP DATA Inc,CA Recycle Fee,1, $	312.00 ,,,,,
09/30/14,Stan's Stamps & Signs,Stamp - INVALID,10, $	244.00 ,,,,,
09/30/14,Stan's Stamps & Signs,Stamp - QUALIFIED,10, $	244.00 ,,,,,
09/30/14,Stan's Stamps & Signs,Tax,1, $	42.70 ,,,,,
09/30/14,Stan's Stamps & Signs,Freight,1, $	10.00 ,,,,,
07/01/14,Staples,Projector - Viewsonic PJD6544W,3," $	2,396.97 ",,,,,
07/01/14,Staples,"First Aid - EmergencyCare Backpack XL, 17 1/2""H x 4 1/2""W x 12 1/2""D ",40," $	1,632.40 ",,,,,
07/01/14,Staples,"Paper - Paper , 8.5 x 11",320," $	1,286.40 ",,,,,
07/01/14,Staples,"Privacy Screen - 3M LCD Monitor 19"" Filter, Black ",20," $	1,252.20 ",,,,,
07/09/14,Staples,"Paper - Copy Paper, LTR-size, 20 lb., 8 1/2""H x 11""W, 5,000 Sht/Ct ",," $	1,145.70 ",,,,,
07/01/14,Staples,"Privacy Screen - 3M LCD Monitor 24"" Widescreen Privacy Screen Filter, Black ",10," $	1,021.50 ",,,,,
07/01/14,Staples,Chairs - DOD CHAIR VINYL FLDG 4/CT BGE ,10, $	938.80 ,,,,,
07/01/14,Staples,Desk - FILE CABINET MAHOGANY ,4, $	794.84 ,,,,,
07/01/14,Staples,Desk - OTG FILE CABINET MAHOGANY ,4, $	794.84 ,,,,,
07/01/14,Staples,Headset,10, $	738.60 ,,,,,
07/01/14,Staples,"Laminator - Fellowes Jupiter 2 Laminator, 10 mil Lamination Thickness ",4, $	727.92 ,,,,,
07/01/14,Staples,Desk - OTG SUP LAM 60W DESK SHL MAH ,4, $	660.80 ,,,,,
07/01/14,Staples,"First Aid - Weatherproof 50-Person Kit, 175 Pieces, Orange, 14""H x 5""W x 14""D ",20, $	517.60 ,,,,,
07/01/14,Staples,"Post IT - Durable Filing Tabs, Blank, Red/Blue/Green, 1"" x 1 1/2"", 66/Pk ",119, $	485.52 ,,,,,
07/01/14,Staples,"Labels - Address w/Smooth Feed Sheets, 1"" x 2 5/8"", White, 30 Per Sheet, 7,500/Bx ",9, $	440.10 ,,,,,
07/01/14,Staples,"Utility Cart - 33"" Three-Shelf Audio-Visual Open Electronic Media Cart Black/Silver ",3, $	438.96 ,,,,,
07/01/14,Staples,"Cleaner - Purell Instant Hand Sanitizer with Aloe, Pump, 12 Oz. ",100, $	412.00 ,,,,,
07/01/14,Staples,Tax,1, $	399.02 ,,,,,
07/01/14,Staples,Desk - OTG FILE CABINET MAHOGANY ,2, $	397.42 ,,,,,
07/01/14,Staples,"Labels - Full Sheet Shipping , 1 Per Sheet, White, 8 1/2""H x 11""W, 100 /Bx ",18, $	393.30 ,,,,,
07/01/14,Staples,IT - Logitech R400 Wireless Laser Pointer and Presenter ,10, $	390.00 ,,,,,
07/01/14,Staples,"Labels - Avery Shipping Labels, 4 Per Sheet, White, 3 1/2""H x 5""W, 400/Bx ",20, $	377.40 ,,,,,
07/01/14,Staples,"Post IT - Durable Filing Tabs, Blank, Red/Blue/Green, 1"" x 1 1/2"", 66/Pk ",88, $	359.04 ,,,,,
07/01/14,Staples,"Labels -  Shipping, 6 Per Sheet, White, 3 1/3""H x 4""W, 600 Labels/Bx ",20, $	356.60 ,,,,,
07/09/14,Staples,"Drawer - Lateral Locking File, 2-Drawer, American Cherry, 29 1/2""H x 36""W x 22""D",1, $	329.65 ,,,,,
07/01/14,Staples,"Boxes - Storage, Letter/Legal, 850 lb., White/Blue, 10""H x 12""W x 15""D, 12/Ct ",10, $	328.30 ,,,,,
07/01/14,Staples,"Tape - Painters' Masking Tape, Blue, 1"" x 60 Yards ",100, $	327.00 ,,,,,
07/01/14,Staples,"Tape - Painters Masking Tape, Blue, 1"" x 60 Yards ",100, $	327.00 ,,,,,
07/01/14,Staples,Tax,1, $	314.29 ,,,,,
07/01/14,Staples,"Labels - Laser Address, 6 Per Sheet, White, 3 1/3""H x 4""W, 300/Bx ",10, $	309.10 ,,,,,
07/09/14,Staples,"Dividers -  Plastic Two-Pocket Insertable Tab, 5-Tab, Multicolor, 8 1/2"" x 11""",105, $	265.65 ,,,,,
07/01/14,Staples,Printer - HP LaserJet Pro P1102w Laser,2, $	259.90 ,,,,,
07/01/14,Staples,"Mat - BerberMat Chairmat, For Low Pile Carpets, Standard Lip, 36"" x 48"" ",10, $	246.20 ,,,,,
07/01/14,Staples,"Binders - Protect & Store View With Slant Ring, White, 500-Sheet Capacity, 2"" ",42, $	246.12 ,,,,,
07/01/14,Staples,Tax,1, $	242.73 ,,,,,
07/09/14,Staples,"Dividers -  Plastic Two-Pocket Insertable Tab, 5-Tab, Multicolor, 8 1/2"" x 11""",94, $	237.82 ,,,,,
07/01/14,Staples,"Desk - Laminate Series Rectangular Desk Shell, Mahogany, 29""H x 48""W x 30""D ",2, $	232.26 ,,,,,
07/09/14,Staples,"Desk Shell - 48""W x 30""D x 29""H",2, $	232.26 ,,,,,
07/09/14,Staples,"Cabinet - Storage, American Cherry, 29 1/2""H x 36""W x 22""D",1, $	231.75 ,,,,,
07/01/14,Staples,"Cleaner - Dual Action Sweeper, 42"" Handle, 19 lbs. ",5, $	230.60 ,,,,,
07/01/14,Staples,"Projector Screen -  Wall/Ceiling Projection, Black Frame, 70"" x 70"" ",2, $	229.68 ,,,,,
07/01/14,Staples,"Toner - HP Toner Cartridge, 85A (CE285A), Black ",4, $	228.36 ,,,,,
07/01/14,Staples,"Microwave -  1.1 cu. ft., Stainless Steel, 11 3/4""H x 21 1/4""W x 16""D ",2, $	223.10 ,,,,,
07/09/14,Staples,"Utility Cart - 37 3/4""H x 20""W x 40 1/2""D",2, $	219.00 ,,,,,
07/01/14,Staples,"Labels - Avery Full Sheet Shipping, 1 Per Sheet, White, 8 1/2""H x 11""W, 100/Bx ",10, $	218.50 ,,,,,
07/01/14,Staples,"Folder - Top Tab File W/ Fastener, 2/5 Right Tab Cut, Manila, LTR-size, 50/Bx ",10, $	210.70 ,,,,,
07/09/14,Staples,"Desk - File Cabinet , American Cherry, 15""W x 22""D x 27""H",1, $	198.71 ,,,,,
07/01/14,Staples,Tax,1, $	196.92 ,,,,,
07/01/14,Staples,"Labels - Address w/Smooth Feed Sheets, 1"" x 2 5/8"", White, 30 Per Sheet, 7,500/Bx ",4, $	192.80 ,,,,,
07/01/14,Staples,"Toner - Canon Toner Cartridge, 104 (0263B001), Black ",3, $	185.73 ,,,,,
07/01/14,Staples,"Computer - Wrist Platform for Keyboard and Mouse, 1""H x 24""D x 10""W ",4, $	182.36 ,,,,,
07/01/14,Staples,"Badges - Avery Name Inserts Without Holders, 6 per Sheet, White, 3"" x 4"", 300/Bx ",16, $	180.00 ,,,,,
07/01/14,Staples,LabelWriter - DYMO 450 Label Printer ,2, $	176.00 ,,,,,
07/01/14,Staples,"Gloves - Disposable, Latex, Large, Cream Color, Powder-Free, 1,000/Ct ",3, $	170.79 ,,,,,
07/01/14,Staples,"Gloves - Disposable, Latex, Medium, Cream Color, Powder-Free, 1,000/Ct ",3, $	170.79 ,,,,,
07/01/14,Staples,"Gloves - Disposable, Latex, Small, Cream Color, Powder-Free, 1,000/Ct ",3, $	170.79 ,,,,,
07/09/14,Staples,"Desk -  Shell, American Cherry,  60""W x 30""D x 29""H",1, $	165.20 ,,,,,
07/01/14,Staples,Tax,1, $	161.73 ,,,,,
07/01/14,Staples,Tax,1, $	159.80 ,,,,,
07/01/14,Staples,"Labels - Avery Shipping, 10 Per Sheet, White, 2""H x 4""W, 2,500/Bx ",3, $	157.74 ,,,,,
07/09/14,Staples,"Desk - Return Shelf, American Cherry, 42""W x 24""D x 29""H",1, $	156.69 ,,,,,
07/01/14,Staples,"Cart - Utility Cart, 37 3/4""H x 20""W x 40 1/2""D ",1, $	156.23 ,,,,,
07/01/14,Staples,"IT - Logitech Wireless Desktop Keyboard & Mouse, MK710, Black ",2, $	154.00 ,,,,,
07/01/14,Staples,"Cleaner - Disinfectant Spray, Crisp Linen® Scent, Aerosol, 19 Oz., 12/Ct ",2, $	153.60 ,,,,,
07/01/14,Staples,"IT - Thin Profile Articulating Keyboard and Mouse Platform, 20w x 11d x 1/4h ",1, $	152.58 ,,,,,
07/01/14,Staples,"Platform - Flat Panel Workstation, Slate Gray, 9-1/4""H x 25-7/8""W x 11-1/2""D ",3, $	151.80 ,,,,,
07/01/14,Staples,"Cleaner - Electric Computer Duster, 500 Watts, 3 lbs. ",3, $	146.04 ,,,,,
07/01/14,Staples,"Labels - DYMO LabelWriter White Shipping Labels, 2 5/16"" x 4"", 300/Roll, 1 Roll ",10, $	141.90 ,,,,,
07/01/14,Staples,"Tape - Scotch Heavy-Duty Packaging, Clear, 1.88"" x 54.6 yds, 18 Refill Rolls/Pack ",2, $	131.72 ,,,,,
07/01/14,Staples,Tax,1, $	123.16 ,,,,,
07/01/14,Staples,"Paper - Paper , 11 x 17",3, $	121.11 ,,,,,
07/01/14,Staples,Tax,1, $	120.13 ,,,,,
07/09/14,Staples,Tax,, $	115.63 ,,,,,
07/01/14,Staples,"Projector Screen -  Wall/Ceiling Projection, Black Frame, 70"" x 70"" ",1, $	114.84 ,,,,,
07/01/14,Staples,"Chair - Leather, Black, Seat: 20""W x 20 3/4""D, Back: 20""W x 26 1/2""H ",1, $	114.52 ,,,,,
07/01/14,Staples,"Mouse Pads - Crystal Gel Mouse Pad with Wrist Rest, Blue ",15, $	113.55 ,,,,,
07/01/14,Staples,"Board - Colored Cork Bulletin Board, Graphite Finish Frame, 3'W x 2'H ",3, $	112.62 ,,,,,
07/01/14,Staples,"Tissue - Cube Box Facial Tissues, 2-Ply, White, 48/Ct ",3, $	112.02 ,,,,,
07/01/14,Staples,"Labels - Avery Permanent, 30 per Sheet, White, 2/3"" x 3 7/16"", 1,500/Bx ",5, $	109.40 ,,,,,
07/01/14,Staples,"Laminating Pouches - Menu Size, 3 Mil, 12"" x 18"", 25/Pk ",8, $	104.16 ,,,,,
07/01/14,Staples,"Paper - LEGAL-size, 20 lb., 8 1/2""H x 14""W, 5,000 Sheets/Ct ",2, $	103.62 ,,,,,
07/01/14,Staples,"Folders - Top-Tab File, 1/3 Cut, Manila, LEGAL-size Holds 8 1/2"" x 14"", 100/Bx ",10, $	101.40 ,,,,,
07/01/14,Staples,Tax,1, $	95.10 ,,,,,
07/09/14,Staples,Emergency - PhysiciansCare EmergencyCare Backpack ,, $	94.96 ,,,,,
07/01/14,Staples,WIRE ROLL FILE ,1, $	90.48 ,,,,,
07/09/14,Staples,Wire Roll File,1, $	90.48 ,,,,,
07/01/14,Staples,Tax,1, $	89.38 ,,,,,
07/01/14,Staples,"Labels - Avery Shipping, 6 Per Sheet, White, 3 1/3""H x 4""W, 600 Labels/Bx ",5, $	89.15 ,,,,,
07/01/14,Staples,"Projector Screen - 71"" Portable Tripod",1, $	88.99 ,,,,,
07/01/14,Staples,"Labels - Avery Full Sheet Shipping, 1 Per Sheet, White, 8 1/2""H x 11""W, 100/Bx ",4, $	87.40 ,,,,,
07/01/14,Staples,"Cart - Safco Stow And Go Cart, Black, 18""H x 16 1/2""W x 3 1/2""D ",4, $	86.56 ,,,,,
07/01/14,Staples,"Labels - Laser Address, 14 Per Sheet, White, 1 1/3""H x 4""W, 1,400 Labels/Bx ",4, $	84.88 ,,,,,
